"cpg","estimate","se","p.value"
"cg06975048","-7.9e-05","2.57e-05",0.00217
"cg07005905","-0.00018167","5.83e-05",0.00187
"cg07011163","-0.00010552","3.82e-05",0.00584
"cg07012687","0.00056758","0.00012205",3.73e-06
"cg07016556","-0.00028501","0.00010308",0.00579
"cg07017153","0.00023541","8.64e-05",0.00652
"cg07030794","0.00019935","7.26e-05",0.00611
"cg07058109","-7.05e-05","2.14e-05",0.000999
"cg07070113","-0.00031002","0.00010884",0.00448
"cg07083043","0.00036843","0.00011329",0.00118
"cg07091842","-7.81e-05","2.55e-05",0.00227
"cg07093539","-0.00042589","7.5e-05",1.74e-08
"cg07103201","-0.00112434","9.44e-05",9.54e-31
"cg07103748","-0.00016405","5.45e-05",0.00269
"cg07104495","-0.00037681","0.00012732",0.00315
"cg07119973","0.00058976","0.00012368",2.12e-06
"cg07121312","-0.00047592","0.00014675",0.00122
"cg07126783","-0.00107184","0.00013123",8.96e-16
"cg07147383","-0.00031945","8.03e-05",7.45e-05
"cg07156669","0.00038813","0.00011221",0.000564
"cg07182642","-0.00020611","3.47e-05",4e-09
"cg07202110","-0.00020115","7.48e-05",0.00728
"cg07207652","0.0006381","0.0001281",7.38e-07
"cg07224067","-0.00020994","6.71e-05",0.00179
"cg07251887","-0.00043599","9.83e-05",1.02e-05
"cg07263735","-0.00014943","4.36e-05",0.000625
"cg07264416","-0.00015725","4.41e-05",0.000374
"cg07267550","-0.00024259","5.25e-05",4.34e-06
"cg07287188","-0.00033439","0.00010705",0.00184
"cg07293387","-0.00016268","4.78e-05",0.000688
"cg07309864","0.00013061","3.22e-05",5.29e-05
"cg07309904","-9.16e-05","3.12e-05",0.00344
"cg07313882","-0.00054426","9.14e-05",3.55e-09
"cg07318398","-0.00043331","0.00011925",0.000293
"cg07320612","-0.00020659","6.6e-05",0.0018
"cg07324245","-0.00035267","7.46e-05",2.58e-06
"cg07335357","-0.00014515","4.92e-05",0.00327
"cg07357279","-0.00012279","3.39e-05",3e-04
"cg07362569","-8.46e-05","2.26e-05",0.000195
"cg07370588","0.00049692","0.00011904",3.23e-05
"cg07377994","-0.00053671","0.00012169",1.14e-05
"cg07379740","-0.00018235","6.19e-05",0.00329
"cg07379741","0.00032858","8.67e-05",0.000159
"cg07382998","-0.00021085","7.13e-05",0.00317
"cg07389276","-0.00013381","4.73e-05",0.00474
"cg07389611","-0.0002275","7.64e-05",0.00299
"cg07392740","-0.00036234","8.12e-05",8.94e-06
"cg07398541","0.00025549","7.29e-05",0.000479
"cg07408552","-0.0010974","0.00010194",1.04e-25
"cg07417284","-0.00023071","8e-05",0.00399
"cg07430820","-0.00055526","7.63e-05",6.84e-13
"cg07431961","-7.03e-05","2.62e-05",0.00739
"cg07433152","0.00048077","9.8e-05",1.08e-06
"cg07435331","-0.00070334","0.00011025",2.66e-10
"cg07436562","-0.00024436","6.32e-05",0.000117
"cg07443529","-0.00031817","6.23e-05",3.88e-07
"cg07447845","-0.00028561","5.5e-05",2.54e-07
"cg07451297","-0.00030771","8.79e-05",0.000487
"cg07452879","0.00016232","6.04e-05",0.00732
"cg07459266","-9.73e-05","2.59e-05",0.000184
"cg07464674","0.00033259","9.76e-05",0.000681
"cg07465344","0.00049977","0.00013363",0.000194
"cg07465627","-0.00033453","0.00012337",0.00681
"cg07467765","-0.00010385","3.64e-05",0.00438
"cg07471572","-0.00017973","6.5e-05",0.00581
"cg07472953","0.000389","8.68e-05",8.24e-06
"cg07478265","-8.04e-05","2.97e-05",0.00691
"cg07479709","-0.0002265","5.05e-05",8.16e-06
"cg07493197","-0.00039138","0.00013594",0.00407
"cg07506081","-0.00034121","7.8e-05",1.32e-05
"cg07525202","0.00044343","0.00012383",0.000358
"cg07525886","-0.00038658","8.67e-05",9.15e-06
"cg07536102","-0.00026745","9.37e-05",0.00441
"cg07537443","0.00064952","0.00017764",0.000269
"cg07539709","0.00041471","0.00014197",0.00356
"cg07543400","0.00039804","0.00010126",9.01e-05
"cg07545306","0.00022282","6.38e-05",0.000503
"cg07563400","0.00038156","8.16e-05",3.34e-06
"cg07564291","0.00021155","6.27e-05",0.000772
"cg07585562","0.00023336","7.87e-05",0.00308
"cg07591186","0.00012395","4.11e-05",0.00264
"cg07618409","-0.00018019","6.6e-05",0.00648
"cg07639106","-0.00022167","6.18e-05",0.000347
"cg07639472","-5.86e-05","2.13e-05",0.00603
"cg07639694","-0.00087757","0.00020719",2.48e-05
"cg07676709","0.0006095","0.00013989",1.45e-05
"cg07703610","-7.12e-05","2.56e-05",0.00563
"cg07704554","0.00021426","5.85e-05",0.00026
"cg07716032","-0.00023485","8.75e-05",0.00742
"cg07717559","-0.00054974","0.00015155",3e-04
"cg07724304","-0.00010231","3.61e-05",0.00464
"cg07728250","0.00067533","0.00021259",0.00153
"cg07738730","0.00246888","0.0001525",8.32e-53
"cg07739369","-0.0007874","8.66e-05",4.6e-19
"cg07739927","0.00030977","8.47e-05",0.000268
"cg07760161","-0.00027027","8.43e-05",0.00139
"cg07765167","0.00013419","4.68e-05",0.00424
"cg07769421","0.00026169","7.91e-05",0.000966
"cg07777703","0.00018856","5.72e-05",0.001
"cg07778180","0.00076656","0.00027753",0.00584
"cg07778819","-0.00019551","5.48e-05",0.000377
"cg07781445","0.00048885","9.2e-05",1.31e-07
"cg07782795","-0.00014188","5.2e-05",0.00648
"cg07786220","-0.00032521","0.00010128",0.00136
"cg07803611","-6.29e-05","2.33e-05",0.00694
"cg07805952","0.00018825","6.53e-05",0.00401
"cg07824716","0.00023325","5.16e-05",6.89e-06
"cg07830449","0.00028013","8.1e-05",0.000564
"cg07832738","-0.00025428","8.16e-05",0.00188
"cg07833397","-0.00056644","0.00017245",0.00105
"cg07847925","-6.01e-05","2.16e-05",0.00555
"cg07850987","-0.00043151","0.00012319",0.00048
"cg07861373","-0.00023799","4.62e-05",3.18e-07
"cg07871971","0.00130309","0.00021426",1.66e-09
"cg07885191","-0.00017444","6.27e-05",0.00553
"cg07888884","-0.00043534","0.00011327",0.000129
"cg07890785","-0.00082379","0.00017527",2.94e-06
"cg07891268","-0.0003744","7.96e-05",2.93e-06
"cg07892449","-0.00030852","0.00010574",0.0036
"cg07895132","-0.00033804","0.00010435",0.00124
"cg07925105","-9.87e-05","3.34e-05",0.00322
"cg07925619","-4.47e-05","1.59e-05",0.005
"cg07925633","-6.13e-05","2.25e-05",0.00648
"cg07935357","-0.00024728","6.51e-05",0.000153
"cg07936030","0.00035015","0.00011481",0.00235
"cg07952905","-0.0007751","0.00010395",1.85e-13
"cg07961252","0.00024092","7.86e-05",0.00223
"cg07967207","0.00035526","9.64e-05",0.000242
"cg07971007","0.0001958","4.89e-05",6.67e-05
"cg07971820","0.00051","0.00017662",0.00396
"cg07973967","-0.00012965","3.7e-05",0.000484
"cg07988060","-0.00064193","0.00011993",1.06e-07
"cg08002151","0.00027128","9.82e-05",0.00585
"cg08004014","0.00043401","0.0001044",3.48e-05
"cg08005460","0.00062226","9.56e-05",1.18e-10
"cg08006076","-8.89e-05","2.94e-05",0.00258
"cg08008636","-7.87e-05","2.23e-05",0.000435
"cg08009275","-0.0004699","5.61e-05",1.8e-16
"cg08014320","-0.0001955","5.21e-05",0.000184
"cg08034867","0.0005442","0.00018939",0.00414
"cg08036188","0.00027829","6.41e-05",1.53e-05
"cg08039592","-9.41e-05","2.45e-05",0.000129
"cg08040471","-0.0001954","4.73e-05",3.83e-05
"cg08041350","0.00096234","0.00014227",2.22e-11
"cg08058191","-0.00035463","0.00012435",0.00443
"cg08078772","-9e-05","2.04e-05",1.14e-05
"cg08084655","0.00056605","9.36e-05",2.07e-09
"cg08090640","-0.00023497","8.73e-05",0.00722
"cg08101329","-0.00014492","4.47e-05",0.00122
"cg08102141","-0.00010507","2.85e-05",0.000235
"cg08118819","-0.00012719","4.28e-05",0.00301
"cg08125539","0.00072121","0.00020463",0.000443
"cg08129331","-0.00022678","6.37e-05",0.00039
"cg08187845","-7.76e-05","2.69e-05",0.00407
"cg08194009","-0.00057861","0.00015581",0.000215
"cg08197943","-9e-05","3.21e-05",0.00515
"cg08197956","-0.00016862","6.3e-05",0.00754
"cg08201673","-0.00010757","2.88e-05",2e-04
"cg08208467","-0.00017468","5.97e-05",0.0035
"cg08215334","-0.00011904","4.32e-05",0.006
"cg08217285","-0.00046227","0.00013462",0.000618
"cg08250742","0.00077218","0.0001054",4.72e-13
"cg08261666","-7.12e-05","2.52e-05",0.00482
"cg08289350","-0.00046951","0.00013007",0.000321
"cg08291304","-0.00019366","6.05e-05",0.00141
"cg08296680","-7.91e-05","2.56e-05",0.00208
"cg08315130","-0.00018776","6.91e-05",0.00672
"cg08315944","-0.00012046","4.47e-05",0.0072
"cg08320303","-0.00048172","0.00015673",0.00217
"cg08323969","-0.00120021","0.00010598",3.9e-28
"cg08324090","-0.00069236","0.00017172",5.93e-05
"cg08329754","-0.00029164","0.00010641",0.00624
"cg08335199","-0.00017921","5.64e-05",0.00154
"cg08351131","-0.00071097","9.36e-05",6.94e-14
"cg08351536","0.00059108","9.26e-05",2.63e-10
"cg08352115","0.00047246","0.00010765",1.25e-05
"cg08352268","-0.000338","0.00011212",0.00263
"cg08355301","-8.12e-05","2.74e-05",0.00316
"cg08358166","-0.00026942","9.18e-05",0.00341
"cg08370173","0.00101601","0.00011166",4.46e-19
"cg08371643","-0.00021952","6.95e-05",0.00163
"cg08380391","-0.00033593","7.73e-05",1.54e-05
"cg08387141","-0.00013393","4.94e-05",0.00685
"cg08388455","0.00085828","0.00023555",0.000282
"cg08411435","0.00044614","0.0001138",9.42e-05
"cg08441803","0.00099501","0.00021407",3.78e-06
"cg08473752","-0.00061996","0.0001352",5.08e-06
"cg08481536","-0.00013522","3.89e-05",0.000538
"cg08490349","-0.00012718","3.64e-05",0.000501
"cg08498987","-0.00013824","5.07e-05",0.00649
"cg08500763","-0.00016614","6.18e-05",0.0073
"cg08503522","-0.00017237","5.52e-05",0.00185
"cg08508431","-0.00013831","4.32e-05",0.00142
"cg08515891","0.00058376","9.38e-05",7.03e-10
"cg08530544","-0.00018885","5.98e-05",0.00163
"cg08531489","-0.00046389","7.64e-05",1.72e-09
"cg08533865","-8.61e-05","2.25e-05",0.000136
"cg08539620","-0.00045043","4.67e-05",4.01e-21
"cg08543952","-0.0002257","7.34e-05",0.00216
"cg08545136","-0.00047579","9.56e-05",7.46e-07
"cg08551615","-0.00101202","0.00016445",1.07e-09
"cg08553913","-0.00023452","8.25e-05",0.00458
"cg08574915","-0.00032726","7.11e-05",4.68e-06
"cg08577046","0.00058328","0.00014099",3.8e-05
"cg08577293","0.00048287","0.00014358",0.000799
"cg08611714","-0.00038469","9.74e-05",8.37e-05
"cg08625564","-0.00025587","8.86e-05",0.00396
"cg08635242","-6.81e-05","2.21e-05",0.00208
"cg08656816","0.00030259","0.0001023",0.00317
"cg08663552","-0.00042194","0.00011813",0.00037
"cg08668997","-7.45e-05","1.9e-05",9.43e-05
"cg08676455","-0.00024309","6.93e-05",0.000472
"cg08677210","-0.00015092","5.51e-05",0.00628
"cg08678154","-0.0001082","3.84e-05",0.00491
"cg08680239","-9.36e-05","3.11e-05",0.00264
"cg08681966","-0.00029513","7.23e-05",4.77e-05
"cg08696192","-9.23e-05","3.13e-05",0.0033
"cg08704611","-7.62e-05","2.57e-05",0.00306
"cg08731068","-0.00012133","3.63e-05",0.000858
"cg08746254","-0.00014703","3.87e-05",0.000151
"cg08753172","-0.00020766","6.52e-05",0.00149
"cg08758352","-0.00017404","4.79e-05",0.000295
"cg08783253","-0.00119136","0.00011278",7.37e-25
"cg08793894","-0.00030808","0.00010523",0.00349
"cg08799191","-9.38e-05","3.1e-05",0.00249
"cg08810238","-0.00107053","0.00011133",4.87e-21
"cg08813944","0.000514","0.00011341",6.51e-06
"cg08817867","-0.00285163","0.00014114",5.79e-77
"cg08818632","0.00049767","0.00011584",1.9e-05
"cg08823767","-0.00020889","6.63e-05",0.00167
"cg08826152","-0.0005941","0.00013828",1.9e-05
"cg08832695","0.00065538","0.00010699",1.28e-09
"cg08838752","-0.00018581","5.77e-05",0.00132
"cg08842062","-0.00014878","5.3e-05",0.00509
"cg08845329","-0.00011586","2.9e-05",7.09e-05
"cg08852989","-0.00012754","3.53e-05",0.000312
"cg08856333","-9.79e-05","3.07e-05",0.00148
"cg08857310","-0.00028435","3.59e-05",5.89e-15
"cg08857797","0.00047919","0.00011913",6.18e-05
"cg08860498","0.00222681","0.00034617",1.9e-10
"cg08867549","0.00026709","9.87e-05",0.00693
"cg08870143","-0.00045336","0.00012911",0.000465
"cg08883146","-0.00028468","0.00010409",0.00634
"cg08886727","-7.89e-05","2.55e-05",0.00203
"cg08895056","-0.00062055","9.42e-05",6.97e-11
"cg08901558","0.00027824","8.81e-05",0.00163
"cg08903019","-0.00041428","0.0001109",0.000197
"cg08903441","-0.00020481","5.12e-05",6.78e-05
"cg08906153","-6.89e-05","2.32e-05",0.00311
"cg08939850","-0.00124824","0.00016157",2.59e-14
"cg08961558","-0.00013305","3.94e-05",0.000771
"cg08969220","0.00030828","0.0001062",0.00378
"cg08969377","-0.0001481","3.43e-05",1.72e-05
"cg08990514","-0.00014191","4.3e-05",0.00101
"cg08991401","-0.00019375","4.8e-05",5.74e-05
"cg08993385","-0.00026694","9.06e-05",0.00329
"cg09002092","-0.00024134","8.48e-05",0.00452
"cg09015880","-0.0022509","0.00068815",0.00111
"cg09043549","-6.21e-05","2.31e-05",0.00734
"cg09065876","0.00043274","0.00014685",0.00328
"cg09083945","0.00042291","0.00015133",0.00529
"cg09092500","-0.00012316","4.52e-05",0.00659
"cg09093656","-0.00070435","0.0001269",3.61e-08
"cg09119854","-0.00042174","9.09e-05",3.97e-06
"cg09121543","-0.0007629","0.00010973",6.3e-12
"cg09123951","-0.00037355","7.69e-05",1.36e-06
"cg09138892","0.0004648","0.00013426",0.000558
"cg09142578","-0.00041303","0.00010838",0.000146
"cg09150928","-0.00023921","7.16e-05",0.000867
"cg09158821","-0.00068919","0.00022024",0.0018
"cg09163035","-0.00092971","0.00010785",2.42e-17
"cg09192572","-0.00010367","3.52e-05",0.00327
"cg09201238","-0.00038068","0.00012389",0.00218
"cg09230870","0.00040323","0.00014967",0.00717
"cg09234465","-0.00013702","4.07e-05",0.000793
"cg09240210","-0.00021739","6.27e-05",0.000548
"cg09253696","-0.00183158","0.00028262",1.4e-10
"cg09264140","-0.00042746","9.73e-05",1.24e-05
"cg09267324","-5.42e-05","1.9e-05",0.00452
"cg09299082","0.00064753","0.00012836",5.35e-07
"cg09304381","-0.00014348","3.09e-05",3.79e-06
"cg09304460","-9.71e-05","3.63e-05",0.00763
"cg09305503","-0.00014463","4.81e-05",0.00272
"cg09307264","0.0003565","8.05e-05",1.05e-05
"cg09313705","-0.00086143","0.00012037",1.55e-12
"cg09320199","-0.00014428","5.36e-05",0.00728
"cg09324359","-0.00013633","5.09e-05",0.0075
"cg09347306","-0.00013322","3.21e-05",3.55e-05
"cg09380069","-0.00035146","0.00010189",0.000584
"cg09395195","-0.00055802","0.00011006",4.69e-07
"cg09401801","-0.00014549","3.93e-05",0.000227
"cg09419402","-0.00019623","6.47e-05",0.00246
"cg09420510","-0.00015737","4.32e-05",0.00028
"cg09421562","-0.00044997","9.64e-05",3.48e-06
"cg09446906","-0.00011022","4.05e-05",0.00664
"cg09450771","-8.94e-05","3.27e-05",0.00631
"cg09464728","0.00029012","7.7e-05",0.000173
"cg09481866","-0.00010829","4.02e-05",0.00712
"cg09487931","-0.0001322","2.58e-05",3.38e-07
"cg09491897","-7.54e-05","2.41e-05",0.00182
"cg09509673","0.00083","0.00012783",1.3e-10
"cg09516200","-0.00082374","0.0001377",3e-09
"cg09544892","-0.00033547","6.7e-05",6.5e-07
"cg09564253","-0.00057341","0.00011381",5.53e-07
"cg09568217","-0.00048285","0.00013952",0.00056
"cg09570951","-0.00016357","5.86e-05",0.00537
"cg09580592","0.00130003","0.00013396",2.21e-21
"cg09581049","0.00038651","8.51e-05",6.24e-06
"cg09584358","0.00085221","0.00016889",5.31e-07
"cg09584801","-0.00013587","2.57e-05",1.52e-07
"cg09594075","0.00028926","9.93e-05",0.00367
"cg09595185","-0.00068795","0.00010429",6.66e-11
"cg09597312","-0.00038473","5.85e-05",7.52e-11
"cg09602542","-0.00027697","6.02e-05",4.78e-06
"cg09606564","-0.00021841","6.23e-05",0.000473
"cg09607043","-0.00137209","0.0001362",7.5e-23
"cg09637273","0.00056006","8.96e-05",5.86e-10
"cg09637747","-0.00021111","5.79e-05",0.000281
"cg09640718","-0.0002974","9.68e-05",0.00219
"cg09648722","-0.00030085","8.49e-05",0.000412
"cg09648933","-0.00045381","7.46e-05",1.63e-09
"cg09650907","-0.00028601","9.84e-05",0.00374
"cg09651738","-9.99e-05","3.08e-05",0.0012
"cg09658645","-0.00023406","7.22e-05",0.00123
"cg09669754","0.00047767","0.00014772",0.00126
"cg09671650","0.00041639","0.00010771",0.000118
"cg09675820","-0.00011734","3.38e-05",0.000545
"cg09682649","-0.00012457","3.7e-05",0.00079
"cg09689317","-0.00013266","4.93e-05",0.00721
"cg09690072","-0.00058261","8.97e-05",1.26e-10
"cg09690989","0.00033953","0.00010299",0.00101
"cg09691117","-0.00023369","6.7e-05",0.000503
"cg09695261","-0.00010307","3.18e-05",0.00122
"cg09695362","-5.55e-05","2.05e-05",0.00675
"cg09695851","0.00039785","9.58e-05",3.57e-05
"cg09698065","-5.31e-05","1.85e-05",0.00408
"cg09701392","-7.35e-05","2.12e-05",0.000562
"cg09704116","-0.00091071","9.22e-05",4.77e-22
"cg09711113","-0.00060131","0.00013816",1.48e-05
"cg09712464","0.00024222","8.55e-05",0.00472
"cg09740598","0.00018125","6.77e-05",0.00753
"cg09744036","0.00021669","7.07e-05",0.00222
"cg09760889","-0.00021536","6.23e-05",0.000569
"cg09762778","0.00015279","4.65e-05",0.00105
"cg09776463","0.0008336","0.00013936",3e-09
"cg09826001","-9.88e-05","3.68e-05",0.00738
"cg09833331","-0.00016297","5.44e-05",0.0028
"cg09837481","-0.00013227","4.6e-05",0.00411
"cg09840386","-0.00012754","3.93e-05",0.00122
"cg09857830","-8.65e-05","3.08e-05",0.00501
"cg09859805","-0.00016339","4.25e-05",0.000127
"cg09867669","0.00013569","2.87e-05",2.67e-06
"cg09879253","0.00066347","0.00011889",3.05e-08
"cg09879734","-6.82e-05","2.51e-05",0.00666
"cg09888026","-0.00033994","8.47e-05",6.39e-05
"cg09903452","-0.00031938","9.66e-05",0.000978
"cg09909478","0.00040463","7.34e-05",4.38e-08
"cg09910461","-0.00013268","4.45e-05",0.00291
"cg09913882","-0.00029179","7.59e-05",0.000128
"cg09914060","-0.00011728","3.92e-05",0.00286
"cg09915396","-0.0018867","0.00010413",4.59e-64
"cg09916577","-0.00019875","5.72e-05",0.000532
"cg09929238","0.00101106","0.00016023",4.11e-10
"cg09939344","-0.00013244","4.03e-05",0.00104
"cg09940188","-0.00058075","0.00017323",0.00083
"cg09944012","-0.00022904","8.32e-05",0.00603
"cg09949713","-0.00035276","6.56e-05",9.39e-08
"cg09951588","-0.00024857","6.9e-05",0.000329
"cg09980384","-0.00037032","0.0001011",0.000262
"cg09981841","0.0004292","8.84e-05",1.39e-06
"cg09996840","-0.00027825","8.79e-05",0.00159
"cg10016358","-0.00018895","6.42e-05",0.00334
"cg10016608","-0.00047027","0.00010564",9.43e-06
"cg10020934","-0.00023264","6.66e-05",0.000498
"cg10025200","-0.00041889","7.15e-05",6.23e-09
"cg10039047","-0.00038782","8.17e-05",2.36e-06
"cg10057879","0.00070713","9.65e-05",4.66e-13
"cg10062919","0.00033465","7.38e-05",6.35e-06
"cg10085305","-0.00016168","4.48e-05",0.000325
"cg10094238","-0.00029955","6.87e-05",1.41e-05
"cg10115918","-0.00027314","5.95e-05",4.91e-06
"cg10120657","-7.74e-05","2.63e-05",0.00336
"cg10138630","-0.00029881","7.12e-05",2.94e-05
"cg10141377","-4.52e-05","1.68e-05",0.00735
"cg10165952","0.00064051","9.01e-05",2.12e-12
"cg10183885","0.00036307","8.81e-05",4.08e-05
"cg10183965","0.00061846","0.00011053",2.8e-08
"cg10187674","-0.00037898","8.21e-05",4.4e-06
"cg10187792","-0.00016389","4.11e-05",7e-05
"cg10193743","0.00028934","8.9e-05",0.00119
"cg10194295","0.0006594","0.00015788",3.2e-05
"cg10217661","-0.00014195","4.93e-05",0.00407
"cg10236857","-0.00020192","6.55e-05",0.0021
"cg10241823","0.00072541","0.00014294",4.58e-07
"cg10245865","-6.29e-05","2.32e-05",0.00695
"cg10251007","-0.00045862","8.1e-05",1.96e-08
"cg10255544","0.00033858","5.87e-05",1.05e-08
"cg10256219","-0.00026719","8.44e-05",0.0016
"cg10290814","-8.23e-05","2.3e-05",0.000363
"cg10295552","-0.00014996","5.48e-05",0.00628
"cg10296867","-0.00012527","4.21e-05",0.003
"cg10305337","-0.00013281","4.56e-05",0.00369
"cg10308396","0.00028778","0.00010064",0.00433
"cg10308785","0.00086546","0.00019017",5.96e-06
"cg10310700","-0.0004384","7.46e-05",5.64e-09
"cg10315334","0.0002974","8.5e-05",0.000488
"cg10318678","0.00013649","5.02e-05",0.00663
"cg10325253","-0.00022204","6.91e-05",0.00135
"cg10327250","-0.00034849","0.00011075",0.0017
"cg10327769","-0.00058485","8.11e-05",1.08e-12
"cg10337731","-0.00034013","0.00011164",0.00237
"cg10354369","-0.00010853","4.05e-05",0.00747
"cg10408284","0.00053057","0.00015338",0.000563
"cg10409248","-6.56e-05","1.83e-05",0.000365
"cg10415767","-0.00010811","3.09e-05",0.000488
"cg10420989","-0.00016328","4.9e-05",0.000899
"cg10431950","-0.00023156","4.18e-05",3.81e-08
"cg10432569","0.000277","8.71e-05",0.00152
"cg10454193","-0.00016729","4.21e-05",7.61e-05
"cg10460946","-0.00119948","0.00015845",8.15e-14
"cg10462529","-0.00013073","4.49e-05",0.00369
"cg10468385","-0.00012652","3.15e-05",6.16e-05
"cg10474126","-0.00013242","3.57e-05",0.000221
"cg10479243","-0.00011384","3.92e-05",0.00378
"cg10479431","-0.00046479","7.79e-05",3.24e-09
"cg10479452","-0.00027339","5.86e-05",3.46e-06
"cg10491372","-0.0001024","3.63e-05",0.00485
"cg10497401","-0.00027467","8.48e-05",0.00125
"cg10499832","-0.00112035","0.0001398",2.93e-15
"cg10516117","-0.000262","5.81e-05",7.19e-06
"cg10517535","0.00052012","0.00012047",1.73e-05
"cg10519417","0.00053566","0.00011552",3.98e-06
"cg10535320","-0.00132296","9.45e-05",6.01e-41
"cg10541110","0.00076159","0.00026003",0.00348
"cg10546219","-0.00044319","0.00015076",0.00336
"cg10584478","-0.00028743","7.77e-05",0.000227
"cg10586883","-0.0001317","4.38e-05",0.0027
"cg10587449","0.00046547","0.00012549",0.000219
"cg10588135","-0.00023239","7.31e-05",0.00151
"cg10588962","-0.00028932","7.85e-05",0.000238
"cg10597359","-0.00058147","0.00010606",5.25e-08
"cg10598582","0.00040834","8.94e-05",5.45e-06
"cg10603592","-0.00037447","0.00010244",0.000269
